LogS,Temperature (K),Drug,Solvent_1,Solvent_2,SMILES_1,SMILES_2,comp_1,comp_2
-2.2048,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-2.0817,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.9664,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.8525,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.7387,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.632,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.5253,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.4344,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.3359,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.2394,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.1489,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,3.2246,96.7754
-1.6428,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.5371,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.4307,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.3255,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.2222,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.1351,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.0368,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-0.949,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-0.8648,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-0.7802,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-0.6919,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,6.9743,93.0257
-1.2049,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-1.111,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-1.0179,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.9314,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.8425,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.7668,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.6837,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.6045,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.5306,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.4632,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.3906,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,11.3887,88.6113
-0.8713,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.7851,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.7007,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.6243,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.5479,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.4742,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.3993,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.326,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.2577,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.1925,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.1313,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,16.6615,83.3385
-0.6208,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.5398,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.4556,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.3796,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.3074,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.238,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.1708,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.0954,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.0346,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
0.0294,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
0.0903,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,23.0703,76.9297
-0.4057,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.3349,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.2464,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.1812,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.1072,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.0377,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
0.0252,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
0.0861,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
0.1527,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
0.2115,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
0.2665,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,31.0265,68.9735
-0.2528,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
-0.1757,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
-0.1074,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
-0.0301,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.0367,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.0982,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.1667,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.2283,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.2898,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.3453,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
0.4037,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,41.1675,58.8325
-0.106,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
-0.0389,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.0326,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.1027,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.1677,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.2359,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.2913,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.3499,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.4115,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.4656,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
0.5226,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,54.5362,45.4638
-0.0192,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.0527,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.1218,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.1867,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.2494,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.3157,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.3745,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.4275,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.4861,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.5374,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.5917,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,72.9656,27.0344
0.0352,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.0985,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.1631,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.226,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.2846,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.3417,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.4027,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.46,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.5207,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.5713,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
0.6247,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,100,0
-2.2846,278.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-2.1605,283.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-2.0432,288.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.9251,293.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.8205,298.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.7146,303.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.6071,308.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.5116,313.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.4158,318.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.3254,323.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.2293,328.15,Clozapine,Acetonitrile,Water,N#CC,O,4.6509,95.3491
-1.6826,278.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.5772,283.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.4691,288.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.3646,293.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.2743,298.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.1792,303.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.0802,308.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-0.9969,313.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-0.9089,318.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-0.8243,323.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-0.7488,328.15,Clozapine,Acetonitrile,Water,N#CC,O,9.8896,90.1104
-1.325,278.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-1.2301,283.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-1.1336,288.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-1.0435,293.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.9544,298.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.8683,303.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.785,308.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.7067,313.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.6325,318.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.5508,323.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.4748,328.15,Clozapine,Acetonitrile,Water,N#CC,O,15.835,84.165
-0.9458,278.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.8594,283.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.7747,288.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.6986,293.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.6225,298.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.5489,303.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.4733,308.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.4002,313.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.3322,318.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.2663,323.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.2044,328.15,Clozapine,Acetonitrile,Water,N#CC,O,22.6404,77.3596
-0.6829,278.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.6048,283.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.5284,288.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.4592,293.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.3873,298.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.3182,303.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.2535,308.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.1921,313.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.1275,318.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.068,323.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.0067,328.15,Clozapine,Acetonitrile,Water,N#CC,O,30.5072,69.4928
-0.4365,278.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.3655,283.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.2946,288.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.2296,293.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.1661,298.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.0999,303.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.0408,308.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
0.0202,313.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
0.0757,318.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
0.1289,323.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
0.1841,328.15,Clozapine,Acetonitrile,Water,N#CC,O,39.7044,60.2956
-0.2151,278.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
-0.1506,283.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
-0.0876,288.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
-0.0277,293.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.0332,298.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.086,303.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.1419,308.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.1919,313.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.2422,318.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.2919,323.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
0.3388,328.15,Clozapine,Acetonitrile,Water,N#CC,O,50.6009,49.3991
-0.0441,278.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.0163,283.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.0733,288.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.1287,293.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.1768,298.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.23,303.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.2825,308.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.3243,313.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.3742,318.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.4193,323.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.4621,328.15,Clozapine,Acetonitrile,Water,N#CC,O,63.7154,36.2846
0.0883,278.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.1422,283.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.1903,288.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.2379,293.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.289,298.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.3347,303.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.3784,308.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.4213,313.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.4641,318.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.5049,323.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.5423,328.15,Clozapine,Acetonitrile,Water,N#CC,O,79.802,20.198
0.2013,278.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.249,283.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.2964,288.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.3402,293.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.3867,298.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.4315,303.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.4716,308.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.5104,313.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.5478,318.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.5829,323.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
0.6155,328.15,Clozapine,Acetonitrile,Water,N#CC,O,100,0
-2.0413,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.9014,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.7614,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.6416,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.4979,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.3737,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.2617,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.1487,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.0365,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-0.921,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-0.8108,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,1.98,98.02
-1.3467,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-1.2119,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-1.0727,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.949,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.8293,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.7164,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.5896,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.4826,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.3777,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.27,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.1721,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,4.3474,95.6526
-0.7714,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.65,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.5266,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.411,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.3004,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.2013,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.1008,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
0.0078,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
0.0983,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
0.1944,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
0.2774,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,7.2282,92.7718
-0.3039,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
-0.1868,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
-0.0801,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.0091,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.1151,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.2044,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.3024,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.3919,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.4757,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.5531,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.6339,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,10.8098,89.1902
0.0789,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.1757,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.2685,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.3657,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.4528,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.5417,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.6248,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.702,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.7738,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.8436,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.9157,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,15.3833,84.6167
0.3645,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.4659,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.5543,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.6372,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.7178,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.7917,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.8641,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.9316,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.9993,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
1.0646,323.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
1.1274,328.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,21.4268,78.5732
0.5883,278.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
0.6669,283.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
0.748,288.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
0.8332,293.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
0.8996,298.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
0.9706,303.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
1.037,308.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
1.102,313.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
1.1619,318.15,Clozapine,N-methyl-2-pyrrolidone,Water,O=C1N(C)CCC1,O,29.7851,70.2149
